what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1227624189671
activated,editor,org.eclipse.jst.jsp.ui,1.1.310.v200809120122,org.eclipse.jst.jsp.core.jspsource.source,1227624195593
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1227624198000
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1227624285593
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1227624286718
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1227624329281
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1227624330921
activated,editor,org.eclipse.jst.jsp.ui,1.1.310.v200809120122,org.eclipse.jst.jsp.core.jspsource.source,1227624334718
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1227624339890
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1227624340109
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1227624343250
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1227624345062
activated,view,org.eclipse.wst.server.ui,1.1.2.v20080916,org.eclipse.wst.server.ui.ServersView,1227624348015
executed,command,org.eclipse.wst.server.ui,1.1.2.v20080916,org.eclipse.wst.server.publish,1227624348640
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1227624350046
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1227624352421
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1227624353656
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1227624354968
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1227624361656
activated,editor,org.eclipse.jst.jsp.ui,1.1.310.v200809120122,org.eclipse.jst.jsp.core.jspsource.source,1227624363687
activated,view,org.eclipse.wst.server.ui,1.1.2.v20080916,org.eclipse.wst.server.ui.ServersView,1227624364640
executed,command,org.eclipse.wst.server.ui,1.1.2.v20080916,org.eclipse.wst.server.publish,1227624365281
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1227624375031
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1227624429281
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1227624434843
